TERMINAL_ID,x_terminal_id,y_terminal_id
41564428,54.88135039273247,71.51893663724195
90259883,60.276337607164386,54.48831829968969
16631216,42.36547993389047,64.58941130666561
38702779,43.75872112626925,89.17730007820798
58905210,96.36627605010293,38.34415188257777
63892676,79.17250380826646,52.88949197529045
48555128,56.80445610939323,92.5596638292661
54168538,7.103605819788694,8.712929970154072
14042143,2.021839744032572,83.2619845547938
31100567,77.81567509498505,87.00121482468191
85813477,97.8618342232764,79.91585642167236
00720459,46.147936225293186,78.05291762864555
61387092,11.827442586893323,63.99210213275238
86108916,14.33532874090464,94.46689170495839
09858363,52.184832175007166,41.46619399905236
01128466,26.455561210462697,77.42336894342166
66107673,45.615033221654855,56.84339488686485
16003932,1.8789800436355142,61.76354970758771
24954176,61.20957227224214,61.69339968747569
43841311,94.37480785146242,68.18202991034835
96576124,35.9507900573786,43.703195379934144
82847432,69.76311959272648,6.022547162926983
65063191,66.67667154456677,67.06378696181594
84943842,21.03825610738409,12.892629765485331
63040751,31.542835092418386,36.37107709426226
11814912,57.019677041787965,43.86015134623204
62052767,98.83738380592261,10.204481074802807
64854627,20.88767560948347,16.130951788499626
97780776,65.31083254653984,25.329160253978213
93984447,46.63107728563063,24.442559200160275
81348157,15.896958364551972,11.037514116430513
09455689,65.63295894652734,13.81829513486138
52991672,19.65823616800535,36.872517066096414
92218808,82.09932298479352,9.710127579306127
51030617,83.7944907498804,9.609840789396307
75282545,97.64594650133958,46.86512016477016
20807057,97.67610881903371,60.4845519745046
63878275,73.92635793983017,3.9187792254320675
44270568,28.280696257640958,12.01965612131689
81939892,29.614019752214492,11.872771895424405
63391099,31.798317939397602,41.426299451466996
89230046,6.4147496348784365,69.24721193700198
34447190,56.660145420657514,26.53894909394454
02921291,52.32480534666997,9.394051075844168
43887171,57.59464955561793,92.92961975762141
23131786,31.856895245132367,66.74103799636816
40646743,13.179786240439217,71.63272041185655
97869051,28.94060929472011,18.319136200711682
98391079,58.65129348100832,2.0107546187493552
58419023,82.89400292173632,0.46954761925470656
63986963,67.781653679623,27.000797319216485
60482124,73.5194022122595,96.21885451174383
28546470,24.875314351995804,57.61573344178369
21189160,59.2041931271839,57.22519057908734
98111756,22.308163264061832,95.2749011516985
82125412,44.71253786176273,84.64086724711278
39357751,69.94792753175044,29.743695085513366
62462294,81.37978197024772,39.65057408469846
48272517,88.11031971111616,58.12728726358587
90482091,88.17353618548528,69.25315900777659
19187364,72.52542798196406,50.13243819267023
34460151,95.6083634723224,64.39901992296375
83836605,42.38550485581797,60.639321412792434
46219303,1.9193198309333526,30.15748166745493
23509032,66.01735374926851,29.007760721044406
27697633,61.801542899884154,42.87687009457662
76157314,13.547406422245023,29.828232595603076
50213666,56.99649107012649,59.08727612481732
21387618,57.43252488495788,65.32008198571336
83002827,65.21032700016889,43.14184354339739
65922524,89.6546595851063,36.75618700478965
29203171,43.58649252656268,89.19233550156721
84666551,80.61939890460857,70.38885835403663
29805473,10.022688731230112,91.94826137446735
56248528,71.42412995491114,99.88470065678665
38568631,14.944830465799374,86.81260573682142
97694711,16.249293467637482,61.55595642838442
89408286,12.381998284944151,84.80082293222344
66695183,80.73189587250107,56.91007386145933
08224261,40.71832972259997,6.916699545513804
70231382,69.74287731445636,45.35426826780689
80490355,72.20555994703479,86.63823259286292
18567834,97.55215050028858,85.5803342392611
13288076,1.1714084185001972,35.99780644783639
37744180,72.9990562424058,17.162967726144053
64562146,52.10366062041293,5.433798833925363
03053332,19.999652489640006,1.8521794460613972
63620340,79.36977033574206,22.392468806038014
28859599,34.53516806969027,92.80812934655908
38702469,70.44144019235328,3.1838929531307847
86017961,16.469415649791273,62.14784014997635
00184345,57.72285886041676,23.78928213745086
23176151,93.42139979247938,61.3965955965896
18865115,53.56328030249583,58.9909976354571
90958603,73.01220295167697,31.194499547960184
20979506,39.82210622160919,20.984374897512215
24323742,18.619300588033617,94.43723899839335
03612850,73.95507950492876,49.04588086175671
74438020,22.741462797332325,25.435648177039294
59779744,5.802916032387562,43.44166255581208
64577130,31.179588199410258,69.63434888154595
